id_transaction,date_transaction,id_fournisseur,montant,devise,type_depense,mode_paiement,id_employe_initiateur,id_employe_validateur,statut_validation,numero_facture
TX-0022459,2025-03-30,FRS-00031,625.785,TND,Location matériel,Chèque,EMP-022,EMP-007,Validé,FAC-40753
TX-0022388,2025-03-30,FRS-00113,3722.534,TND,Prestation de conseil,Virement,EMP-022,EMP-015,Validé,FAC-16113
TX-0022880,2025-03-30,FRS-00139,2256.589,TND,Prestation de conseil,Virement,EMP-017,EMP-021,En attente,FAC-42058
TX-0021979,2025-03-30,FRS-00072,1397.882,TND,Prestation technique,Virement,EMP-004,EMP-012,Validé,FAC-82246
TX-0020937,2025-03-30,FRS-00028,949.173,TND,Prestation technique,Virement,EMP-019,EMP-023,Validé,FAC-50601
TX-0021768,2025-03-30,FRS-00047,1652.234,TND,Achat marchandise,Virement,EMP-025,EMP-024,Validé,FAC-41671
TX-0020605,2025-03-30,FRS-00013,1418.495,TND,Achat marchandise,Virement,EMP-006,EMP-021,Validé,FAC-29836
TX-0020478,2025-03-30,FRS-00033,1125.866,TND,Maintenance,Chèque,EMP-025,EMP-016,Validé,FAC-22281
TX-0023219,2025-03-30,FRS-00001,280.946,TND,Location matériel,Chèque,EMP-002,EMP-007,En attente,FAC-85157
TX-0020966,2025-03-30,FRS-00006,754.78,TND,Achat marchandise,Virement,EMP-025,EMP-024,Validé,FAC-30206
TX-0020261,2025-03-30,FRS-00102,189.143,TND,Location matériel,Chèque,EMP-022,EMP-004,Validé,FAC-43260
TX-0022420,2025-03-30,FRS-00081,8510.953,TND,Prestation de conseil,Virement,EMP-005,EMP-024,Validé,FAC-49468
TX-0023177,2025-03-30,FRS-00022,4784.457,TND,Location matériel,Virement,EMP-007,EMP-012,Validé,FAC-64253
TX-0020775,2025-03-30,FRS-00046,928.552,TND,Maintenance,Virement,EMP-024,EMP-015,Validé,FAC-87872
TX-0020938,2025-03-30,FRS-00140,2465.055,TND,Maintenance,Virement,EMP-013,EMP-023,Validé,FAC-26766
TX-0023407,2025-03-30,FRS-00045,290.954,TND,Emballage,Virement,EMP-001,EMP-012,Validé,FAC-94712
TX-0021810,2025-03-30,FRS-00030,489.543,TND,Prestation de conseil,Virement,EMP-010,EMP-015,Validé,FAC-80416
TX-0023369,2025-03-30,FRS-00020,275.404,TND,Transport,Virement,EMP-021,EMP-004,Validé,FAC-87663
TX-0022885,2025-03-30,FRS-00133,1678.347,TND,Prestation technique,Virement,EMP-023,EMP-021,Validé,FAC-85801
TX-0020837,2025-03-31,FRS-00025,1320.76,TND,Emballage,Virement,EMP-011,EMP-024,Validé,FAC-61968
TX-0020267,2025-03-31,FRS-00001,228.058,TND,Prestation de conseil,Virement,EMP-013,EMP-016,Validé,FAC-10716
TX-0022185,2025-03-31,FRS-00105,6081.746,TND,Maintenance,Virement,EMP-018,EMP-002,Validé,FAC-96247
TX-0020740,2025-03-31,FRS-00089,2261.118,TND,Prestation technique,Virement,EMP-020,EMP-024,Validé,FAC-60002
TX-0023066,2025-03-31,FRS-00119,1430.106,TND,Maintenance,Virement,EMP-023,EMP-006,En attente,FAC-17660
TX-0021771,2025-03-31,FRS-00076,653.99,TND,Prestation de conseil,Chèque,EMP-020,EMP-023,Validé,FAC-45003
TX-0023049,2025-03-31,FRS-00080,439.576,TND,Achat marchandise,Virement,EMP-020,EMP-009,Validé,FAC-16569
TX-0020735,2025-03-31,FRS-00105,9044.16,TND,Maintenance,Chèque,EMP-013,EMP-004,Validé,FAC-33669
TX-0021116,2025-03-31,FRS-00150,599.132,TND,Transport,Virement,EMP-011,EMP-009,Validé,FAC-95026
TX-0020264,2025-03-31,FRS-00076,644.889,TND,Emballage,Virement,EMP-010,EMP-009,Validé,FAC-36812
TX-0022556,2025-03-31,FRS-00092,1126.444,TND,Emballage,Chèque,EMP-022,EMP-018,Validé,FAC-99827
TX-0022410,2025-03-31,FRS-00087,1184.371,TND,Emballage,Virement,EMP-019,EMP-006,Validé,FAC-50525
TX-0021607,2025-03-31,FRS-00085,256.427,TND,Location matériel,Chèque,EMP-005,EMP-007,En attente,FAC-24043
TX-0022401,2025-03-31,FRS-00117,8989.928,TND,Transport,Virement,EMP-015,EMP-007,Validé,FAC-15980
TX-0021135,2025-03-31,FRS-00130,8252.687,TND,Location matériel,Virement,EMP-006,EMP-005,Validé,FAC-84262
TX-0022549,2025-03-31,FRS-00081,4173.627,TND,Transport,Chèque,EMP-018,EMP-016,Validé,FAC-30180
TX-0022192,2025-03-31,FRS-00143,9355.659,TND,Prestation technique,Virement,EMP-020,EMP-005,Validé,FAC-36347
TX-0022492,2025-03-31,FRS-00089,1525.365,TND,Achat marchandise,Virement,EMP-007,EMP-006,Validé,FAC-70177
TX-0023193,2025-03-31,FRS-00027,1754.757,TND,Transport,Virement,EMP-021,EMP-021,Validé,FAC-71493
TX-0021741,2025-03-31,FRS-00093,4379.294,TND,Location matériel,Virement,EMP-022,EMP-018,Validé,FAC-54625
TX-0021975,2025-03-31,FRS-00078,338.895,TND,Achat marchandise,Chèque,EMP-013,EMP-012,Validé,FAC-31300
TX-0022446,2025-03-31,FRS-00118,8766.126,TND,Prestation technique,Virement,EMP-019,EMP-009,Validé,FAC-34443
TX-0022216,2025-03-31,FRS-00034,12676.027,TND,Prestation de conseil,Virement,EMP-013,EMP-005,Validé,FAC-79337
TX-0021616,2025-03-31,FRS-00142,1861.517,TND,Maintenance,Virement,EMP-013,EMP-006,Validé,FAC-40614
TX-0022822,2025-03-31,FRS-00141,168.929,TND,Prestation de conseil,Virement,EMP-008,EMP-007,Validé,FAC-56936
TX-0023424,2025-03-31,FRS-00081,8922.761,TND,Prestation technique,Virement,EMP-013,EMP-016,Validé,FAC-30582
TX-0022746,2025-03-31,FRS-00015,1872.318,TND,Transport,Virement,EMP-012,EMP-009,En attente,FAC-53892
TX-0020492,2025-03-31,FRS-00060,1429.688,TND,Emballage,Chèque,EMP-013,EMP-024,En attente,FAC-76964
TX-0020749,2025-03-31,FRS-00060,1938.886,TND,Transport,Virement,EMP-011,EMP-024,Validé,FAC-18109
TX-0023084,2025-03-31,FRS-00113,3241.266,TND,Prestation technique,Virement,EMP-018,EMP-021,Validé,FAC-36079
TX-0020530,2025-03-31,FRS-00060,1275.203,TND,Prestation de conseil,Virement,EMP-013,EMP-002,Validé,FAC-33203
TX-0022471,2025-03-31,FRS-00006,1042.356,TND,Prestation technique,Virement,EMP-017,EMP-002,Validé,FAC-32846
TX-0020404,2025-03-31,FRS-00097,2590.759,TND,Achat marchandise,Virement,EMP-007,EMP-023,Validé,FAC-70390
TX-0022201,2025-03-31,FRS-00087,1856.907,TND,Maintenance,Virement,EMP-003,EMP-007,Validé,FAC-97387
TX-0022467,2025-03-31,FRS-00112,1100.956,TND,Emballage,Chèque,EMP-015,EMP-021,Validé,FAC-34917
TX-0020588,2025-03-31,FRS-00117,7824.303,TND,Maintenance,Chèque,EMP-007,EMP-005,Validé,FAC-10044
TX-0022222,2025-03-31,FRS-00047,1883.261,TND,Maintenance,Virement,EMP-010,EMP-018,Validé,FAC-58469
TX-0022014,2025-03-31,FRS-00056,11347.898,TND,Prestation technique,Virement,EMP-015,EMP-012,Validé,FAC-14733
TX-0021716,2025-03-31,FRS-00019,4270.922,TND,Maintenance,Virement,EMP-009,EMP-006,Validé,FAC-66152
TX-0021154,2025-03-31,FRS-00125,737.318,TND,Location matériel,Chèque,EMP-014,EMP-021,Validé,FAC-12133
TX-0022832,2025-03-31,FRS-00106,350.68,TND,Emballage,Virement,EMP-021,EMP-006,Validé,FAC-71073
TX-0021501,2025-03-31,FRS-00140,2440.81,TND,Achat marchandise,Virement,EMP-018,EMP-024,Validé,FAC-64159
TX-0020675,2025-03-31,FRS-00125,714.826,TND,Achat marchandise,Virement,EMP-023,EMP-024,Validé,FAC-87928
TX-0022122,2025-03-31,FRS-00126,7855.394,TND,Prestation technique,Virement,EMP-025,EMP-018,Validé,FAC-43388
TX-0020670,2025-03-31,FRS-00118,6654.917,TND,Location matériel,Virement,EMP-008,EMP-015,Validé,FAC-73470
TX-0022054,2025-03-31,FRS-00140,2095.14,TND,Prestation de conseil,Virement,EMP-015,EMP-016,Validé,FAC-22576
TX-0020303,2025-03-31,FRS-00107,1404.658,TND,Maintenance,Virement,EMP-003,EMP-021,Validé,FAC-25267
TX-0021464,2025-03-31,FRS-00027,1396.507,TND,Achat marchandise,Virement,EMP-005,EMP-018,Validé,FAC-34370
TX-0022855,2025-03-31,FRS-00018,6343.482,TND,Achat marchandise,Virement,EMP-018,EMP-002,Validé,FAC-84700
TX-0022845,2025-03-31,FRS-00144,1195.625,TND,Maintenance,Virement,EMP-003,EMP-015,Validé,FAC-65910
TX-0020646,2025-03-31,FRS-00006,781.691,TND,Transport,Chèque,EMP-020,EMP-024,Validé,FAC-12874
TX-0022454,2025-03-31,FRS-00005,10150.219,TND,Achat marchandise,Virement,EMP-016,EMP-021,Validé,FAC-90657
TX-0023027,2025-03-31,FRS-00113,2191.729,TND,Achat marchandise,Virement,EMP-018,EMP-021,Validé,FAC-12453
TX-0023391,2025-03-31,FRS-00135,245.313,TND,Emballage,Virement,EMP-022,EMP-002,Validé,FAC-63556
TX-0022172,2025-03-31,FRS-00092,1528.18,TND,Achat marchandise,Virement,EMP-019,EMP-002,Validé,FAC-15149
TX-0021735,2025-03-31,FRS-00097,5006.686,TND,Location matériel,Virement,EMP-020,EMP-007,Validé,FAC-57077
TX-0022541,2025-03-31,FRS-00132,271.963,TND,Maintenance,Virement,EMP-019,EMP-005,Validé,FAC-31153
TX-0022669,2025-03-31,FRS-00067,3383.728,TND,Maintenance,Virement,EMP-016,EMP-007,Validé,FAC-97380
TX-0021859,2025-03-31,FRS-00019,8348.883,TND,Maintenance,Chèque,EMP-025,EMP-012,Validé,FAC-53788
TX-0022104,2025-03-31,FRS-00086,280.069,TND,Prestation de conseil,Virement,EMP-024,EMP-012,Validé,FAC-64746
TX-0021421,2025-03-31,FRS-00137,1234.149,TND,Transport,Virement,EMP-016,EMP-012,Validé,FAC-83399
TX-0021418,2025-03-31,FRS-00011,4481.896,TND,Transport,Chèque,EMP-019,EMP-015,Validé,FAC-33281
TX-0021282,2025-03-31,FRS-00140,1976.366,TND,Prestation technique,Virement,EMP-004,EMP-015,Validé,FAC-66813
TX-0022675,2025-03-31,FRS-00041,8455.695,TND,Transport,Virement,EMP-019,EMP-016,Validé,FAC-22595
TX-0022016,2025-03-31,FRS-00133,1404.032,TND,Maintenance,Virement,EMP-021,EMP-009,Validé,FAC-37244
TX-0021508,2025-03-31,FRS-00037,304.026,TND,Maintenance,Virement,EMP-022,EMP-016,Validé,FAC-27236
TX-0021149,2025-03-31,FRS-00118,9146.924,TND,Maintenance,Virement,EMP-024,EMP-012,Validé,FAC-11953
TX-0023015,2025-03-31,FRS-00117,5993.167,TND,Transport,Virement,EMP-021,EMP-009,Validé,FAC-14389
TX-0023009,2025-03-31,FRS-00087,2034.123,TND,Achat marchandise,Chèque,EMP-007,EMP-015,Validé,FAC-34060
TX-0021404,2025-03-31,FRS-00148,1203.956,TND,Achat marchandise,Virement,EMP-014,EMP-002,En attente,FAC-18305
TX-0021168,2025-03-31,FRS-00033,1128.662,TND,Prestation technique,Virement,EMP-016,EMP-005,Validé,FAC-83152
TX-0021399,2025-03-31,FRS-00096,1069.98,TND,Achat marchandise,Virement,EMP-021,EMP-009,Validé,FAC-75135
TX-0022163,2025-03-31,FRS-00036,3631.964,TND,Emballage,Chèque,EMP-014,EMP-018,Validé,FAC-52016
TX-0020712,2025-03-31,FRS-00070,158.841,TND,Maintenance,Virement,EMP-011,EMP-024,Validé,FAC-61881
TX-0023456,2025-03-31,FRS-00140,1378.587,TND,Transport,Virement,EMP-017,EMP-007,Rejeté,FAC-80416
TX-0022023,2025-03-31,FRS-00043,334.188,TND,Location matériel,Virement,EMP-025,EMP-012,Validé,FAC-67528
TX-0020219,2025-03-31,FRS-00015,1214.729,TND,Emballage,Virement,EMP-015,EMP-004,Validé,FAC-54920
TX-0020565,2025-03-31,FRS-00118,7982.353,TND,Prestation de conseil,Virement,EMP-019,EMP-009,Validé,FAC-69383
TX-0022994,2025-03-31,FRS-00118,4129.267,TND,Location matériel,Virement,EMP-013,EMP-007,Rejeté,FAC-34792
TX-0022161,2025-03-31,FRS-00036,3109.612,TND,Transport,Virement,EMP-008,EMP-024,Validé,FAC-95792
TX-0020507,2025-03-31,FRS-00008,1180.264,TND,Maintenance,Virement,EMP-017,EMP-018,Validé,FAC-97854
TX-0022618,2025-03-31,FRS-00034,11091.362,TND,Prestation technique,Virement,EMP-017,EMP-004,Validé,FAC-60609
TX-0020417,2025-03-31,FRS-00071,341.726,TND,Location matériel,Virement,EMP-004,EMP-024,Validé,FAC-96565
TX-0021552,2025-03-31,FRS-00110,302.677,TND,Achat marchandise,Chèque,EMP-015,EMP-021,Validé,FAC-17926
TX-0022965,2025-03-31,FRS-00002,384.691,TND,Maintenance,Virement,EMP-003,EMP-024,Validé,FAC-27873
TX-0022815,2025-03-31,FRS-00102,242.468,TND,Prestation de conseil,Virement,EMP-020,EMP-021,Validé,FAC-70870
TX-0022267,2025-03-31,FRS-00068,6108.902,TND,Prestation de conseil,Virement,EMP-012,EMP-023,Validé,FAC-21473
TX-0023287,2025-03-31,FRS-00047,1465.131,TND,Location matériel,Virement,EMP-022,EMP-024,Validé,FAC-87477
TX-0020887,2025-03-31,FRS-00080,398.245,TND,Transport,Virement,EMP-014,EMP-024,Validé,FAC-87176
TX-0020609,2025-03-31,FRS-00073,2092.872,TND,Transport,Virement,EMP-023,EMP-007,Validé,FAC-85464
TX-0021952,2025-03-31,FRS-00082,345.664,TND,Location matériel,Virement,EMP-017,EMP-016,Validé,FAC-80120
TX-0023310,2025-03-31,FRS-00018,7403.784,TND,Location matériel,Virement,EMP-016,EMP-006,Validé,FAC-45515
TX-0022327,2025-03-31,FRS-00061,223.648,TND,Prestation de conseil,Virement,EMP-022,EMP-023,Validé,FAC-74970
TX-0023323,2025-03-31,FRS-00065,3033.067,TND,Transport,Chèque,EMP-014,EMP-007,Validé,FAC-90226
TX-0020680,2025-03-31,FRS-00007,732.563,TND,Prestation technique,Chèque,EMP-002,EMP-015,Validé,FAC-15482
TX-0022260,2025-03-31,FRS-00118,7726.851,TND,Transport,Chèque,EMP-010,EMP-012,Validé,FAC-80187
TX-0021792,2025-03-31,FRS-00115,4770.427,TND,Emballage,Virement,EMP-007,EMP-005,Validé,FAC-11055
TX-0023299,2025-03-31,FRS-00132,185.742,TND,Achat marchandise,Virement,EMP-008,EMP-009,Validé,FAC-68041
TX-0021523,2025-03-31,FRS-00070,321.829,TND,Prestation de conseil,Virement,EMP-010,EMP-015,Validé,FAC-20832
TX-0020818,2025-03-31,FRS-00123,357.086,TND,Prestation technique,Virement,EMP-006,EMP-007,Validé,FAC-35203
TX-0023368,2025-03-31,FRS-00115,3028.856,TND,Transport,Virement,EMP-020,EMP-024,Validé,FAC-29779
TX-0020913,2025-03-31,FRS-00083,831.35,TND,Achat marchandise,Chèque,EMP-001,EMP-006,Validé,FAC-31577
TX-0022248,2025-03-31,FRS-00143,4795.285,TND,Maintenance,Virement,EMP-022,EMP-016,Validé,FAC-60109
TX-0023330,2025-03-31,FRS-00074,310.501,TND,Location matériel,Virement,EMP-006,EMP-015,Validé,FAC-91777
TX-0023332,2025-03-31,FRS-00055,529.261,TND,Emballage,Virement,EMP-010,EMP-009,Validé,FAC-62069
TX-0023335,2025-03-31,FRS-00083,828.591,TND,Location matériel,Chèque,EMP-008,EMP-006,Validé,FAC-96236
TX-0022235,2025-03-31,FRS-00124,1092.724,TND,Prestation de conseil,Chèque,EMP-023,EMP-018,Validé,FAC-53975
TX-0022743,2025-03-31,FRS-00088,5484.63,TND,Prestation de conseil,Chèque,EMP-022,EMP-005,Validé,FAC-98095
TX-0020841,2025-03-31,FRS-00091,605.102,TND,Transport,Chèque,EMP-002,EMP-015,Validé,FAC-89723
TX-0022654,2025-03-31,FRS-00085,200.026,TND,Emballage,Virement,EMP-002,EMP-002,Validé,FAC-52079
TX-0022311,2025-03-31,FRS-00091,509.31,TND,Transport,Chèque,EMP-021,EMP-007,En attente,FAC-17318
TX-0020695,2025-03-31,FRS-00035,2748.711,TND,Location matériel,Chèque,EMP-013,EMP-015,Validé,FAC-23708
TX-0021898,2025-03-31,FRS-00092,1687.517,TND,Achat marchandise,Virement,EMP-009,EMP-016,En attente,FAC-21905
TX-0021494,2025-04-01,FRS-00047,1993.369,TND,Emballage,Chèque,EMP-010,EMP-024,Rejeté,FAC-48408
TX-0020892,2025-04-01,FRS-00029,546.884,TND,Transport,Chèque,EMP-024,EMP-009,Validé,FAC-83246
TX-0020445,2025-04-01,FRS-00072,1625.46,TND,Transport,Virement,EMP-021,EMP-004,En attente,FAC-14002
TX-0021473,2025-04-01,FRS-00013,2595.889,TND,Emballage,Virement,EMP-018,EMP-006,Validé,FAC-27847
TX-0021446,2025-04-01,FRS-00027,1144.469,TND,Location matériel,Virement,EMP-006,EMP-015,Validé,FAC-18639
TX-0023414,2025-04-01,FRS-00096,2463.904,TND,Prestation technique,Chèque,EMP-019,EMP-024,Validé,FAC-24020
TX-0021300,2025-04-01,FRS-00106,245.888,TND,Maintenance,Virement,EMP-018,EMP-005,Validé,FAC-87510
TX-0021662,2025-04-01,FRS-00120,994.249,TND,Emballage,Virement,EMP-016,EMP-005,Validé,FAC-24548
TX-0023334,2025-04-01,FRS-00012,577.654,TND,Prestation technique,Virement,EMP-021,EMP-012,Validé,FAC-93186
TX-0020823,2025-04-01,FRS-00105,5268.331,TND,Prestation de conseil,Virement,EMP-002,EMP-009,En attente,FAC-27151
TX-0021907,2025-04-01,FRS-00037,177.286,TND,Location matériel,Virement,EMP-012,EMP-005,Validé,FAC-32052
TX-0020831,2025-04-01,FRS-00070,266.468,TND,Emballage,Virement,EMP-001,EMP-002,Validé,FAC-34159
TX-0021889,2025-04-01,FRS-00044,5536.287,TND,Prestation technique,Chèque,EMP-017,EMP-015,Validé,FAC-43532
TX-0022760,2025-04-01,FRS-00036,2546.988,TND,Prestation de conseil,Virement,EMP-022,EMP-005,Validé,FAC-59563
TX-0023298,2025-04-01,FRS-00128,1564.859,TND,Location matériel,Virement,EMP-005,EMP-006,Validé,FAC-49589
TX-0020537,2025-04-01,FRS-00133,1516.105,TND,Maintenance,Chèque,EMP-006,EMP-015,Validé,FAC-53687
TX-0022319,2025-04-01,FRS-00079,11640.211,TND,Transport,Virement,EMP-003,EMP-018,Validé,FAC-23664
TX-0023239,2025-04-01,FRS-00143,8792.928,TND,Location matériel,Virement,EMP-003,EMP-005,Validé,FAC-19690
TX-0020460,2025-04-01,FRS-00070,215.775,TND,Prestation technique,Virement,EMP-002,EMP-007,Validé,FAC-84853
TX-0022958,2025-04-01,FRS-00051,2798.792,TND,Achat marchandise,Chèque,EMP-007,EMP-004,Validé,FAC-39287
TX-0021201,2025-04-01,FRS-00018,6953.205,TND,Transport,Virement,EMP-008,EMP-002,Validé,FAC-51269
TX-0020286,2025-04-01,FRS-00056,6826.31,TND,Prestation technique,Virement,EMP-024,EMP-002,Validé,FAC-41529
TX-0022115,2025-04-01,FRS-00099,6329.516,TND,Prestation technique,Virement,EMP-003,EMP-016,Validé,FAC-61605
TX-0020622,2025-04-01,FRS-00058,298.157,TND,Emballage,Chèque,EMP-014,EMP-015,Validé,FAC-56890
TX-0022212,2025-04-01,FRS-00125,424.952,TND,Location matériel,Virement,EMP-002,EMP-021,Validé,FAC-20164
TX-0022208,2025-04-01,FRS-00147,390.192,TND,Location matériel,Virement,EMP-020,EMP-004,En attente,FAC-44175
TX-0020212,2025-04-01,FRS-00112,765.512,TND,Prestation de conseil,Virement,EMP-020,EMP-009,Validé,FAC-58004
TX-0022040,2025-04-01,FRS-00068,4730.364,TND,Transport,Virement,EMP-010,EMP-006,En attente,FAC-61887
TX-0020801,2025-04-01,FRS-00061,240.938,TND,Emballage,Virement,EMP-017,EMP-002,Validé,FAC-44358
TX-0022136,2025-04-01,FRS-00109,1995.964,TND,Transport,Chèque,EMP-009,EMP-023,Validé,FAC-64635
TX-0022148,2025-04-01,FRS-00135,309.724,TND,Transport,Virement,EMP-001,EMP-002,Validé,FAC-60507
TX-0021939,2025-04-01,FRS-00081,3010.183,TND,Achat marchandise,Virement,EMP-016,EMP-023,Validé,FAC-84576
TX-0020631,2025-04-01,FRS-00027,999.142,TND,Achat marchandise,Chèque,EMP-010,EMP-016,Validé,FAC-37963
TX-0020805,2025-04-01,FRS-00150,391.55,TND,Prestation de conseil,Virement,EMP-018,EMP-006,Validé,FAC-51254
TX-0023011,2025-04-01,FRS-00030,660.72,TND,Maintenance,Virement,EMP-020,EMP-002,Validé,FAC-63398
TX-0021478,2025-04-01,FRS-00031,829.624,TND,Prestation de conseil,Virement,EMP-022,EMP-018,En attente,FAC-19290
TX-0021851,2025-04-01,FRS-00011,7520.416,TND,Prestation de conseil,Virement,EMP-001,EMP-016,Validé,FAC-38828
TX-0021352,2025-04-01,FRS-00131,1058.26,TND,Location matériel,Virement,EMP-011,EMP-016,Validé,FAC-19781
TX-0022531,2025-04-01,FRS-00104,6570.974,TND,Prestation de conseil,Chèque,EMP-015,EMP-009,Validé,FAC-36254
TX-0021638,2025-04-01,FRS-00045,305.641,TND,Location matériel,Chèque,EMP-024,EMP-006,Validé,FAC-91393
TX-0021827,2025-04-01,FRS-00101,998.894,TND,Achat marchandise,Virement,EMP-005,EMP-012,En attente,FAC-14187
TX-0022574,2025-04-01,FRS-00027,1243.56,TND,Prestation de conseil,Virement,EMP-016,EMP-016,Validé,FAC-72755
TX-0022645,2025-04-01,FRS-00027,1685.957,TND,Achat marchandise,Virement,EMP-014,EMP-023,Validé,FAC-12216
TX-0023057,2025-04-01,FRS-00113,2360.694,TND,Prestation de conseil,Virement,EMP-018,EMP-021,Validé,FAC-47492
TX-0021114,2025-04-01,FRS-00084,714.845,TND,Maintenance,Virement,EMP-025,EMP-005,Validé,FAC-36703
TX-0022573,2025-04-01,FRS-00120,1238.656,TND,Location matériel,Chèque,EMP-014,EMP-004,Validé,FAC-93287
TX-0022579,2025-04-01,FRS-00144,845.898,TND,Location matériel,Virement,EMP-001,EMP-002,Validé,FAC-79674
TX-0023035,2025-04-01,FRS-00076,534.038,TND,Prestation de conseil,Virement,EMP-004,EMP-004,Validé,FAC-98447
TX-0022642,2025-04-01,FRS-00085,202.249,TND,Prestation de conseil,Virement,EMP-013,EMP-023,Validé,FAC-53246
TX-0023268,2025-04-01,FRS-00112,867.465,TND,Prestation technique,Virement,EMP-010,EMP-007,Validé,FAC-42738
TX-0020791,2025-04-01,FRS-00092,841.683,TND,Prestation de conseil,Virement,EMP-009,EMP-005,Validé,FAC-45910
TX-0021604,2025-04-01,FRS-00083,916.09,TND,Prestation technique,Virement,EMP-002,EMP-012,Validé,FAC-80889
TX-0023270,2025-04-01,FRS-00107,1316.89,TND,Prestation technique,Chèque,EMP-010,EMP-016,Validé,FAC-83080
TX-0020910,2025-04-01,FRS-00050,1988.608,TND,Achat marchandise,Virement,EMP-019,EMP-018,Validé,FAC-19979
TX-0021435,2025-04-01,FRS-00070,285.882,TND,Prestation de conseil,Virement,EMP-019,EMP-016,Validé,FAC-69326
TX-0022955,2025-04-01,FRS-00036,4536.589,TND,Location matériel,Virement,EMP-014,EMP-004,Validé,FAC-18400
TX-0022721,2025-04-01,FRS-00046,1247.528,TND,Maintenance,Virement,EMP-013,EMP-012,Validé,FAC-95032
TX-0021780,2025-04-01,FRS-00069,999.6,TND,Location matériel,Virement,EMP-015,EMP-004,Validé,FAC-86159
TX-0022389,2025-04-01,FRS-00058,142.051,TND,Transport,Virement,EMP-021,EMP-016,Validé,FAC-92483
TX-0020650,2025-04-01,FRS-00109,1980.365,TND,Location matériel,Chèque,EMP-014,EMP-004,Validé,FAC-49595
TX-0021326,2025-04-01,FRS-00132,171.265,TND,Maintenance,Virement,EMP-021,EMP-024,Validé,FAC-49678
TX-0023225,2025-04-01,FRS-00038,272.961,TND,Transport,Chèque,EMP-012,EMP-005,Validé,FAC-21265
TX-0021790,2025-04-01,FRS-00112,631.611,TND,Maintenance,Virement,EMP-006,EMP-012,Validé,FAC-53800
TX-0020375,2025-04-01,FRS-00146,928.901,TND,Emballage,Virement,EMP-012,EMP-012,Validé,FAC-42537
TX-0021525,2025-04-01,FRS-00003,817.369,TND,Prestation de conseil,Virement,EMP-017,EMP-009,Validé,FAC-19269
TX-0021954,2025-04-01,FRS-00041,8723.486,TND,Emballage,Virement,EMP-011,EMP-005,Validé,FAC-38304
TX-0023448,2025-04-01,FRS-00019,6456.934,TND,Prestation technique,Chèque,EMP-016,EMP-012,Validé,FAC-11105
TX-0023146,2025-04-01,FRS-00097,2137.597,TND,Location matériel,Virement,EMP-001,EMP-006,En attente,FAC-16116
TX-0022431,2025-04-01,FRS-00010,469.216,TND,Location matériel,Virement,EMP-018,EMP-006,Validé,FAC-14598
TX-0021488,2025-04-01,FRS-00078,456.921,TND,Location matériel,Virement,EMP-001,EMP-015,Validé,FAC-21353
TX-0020287,2025-04-01,FRS-00105,4644.809,TND,Transport,Virement,EMP-023,EMP-005,Validé,FAC-28117
TX-0022971,2025-04-01,FRS-00130,4208.138,TND,Maintenance,Virement,EMP-015,EMP-007,Validé,FAC-56692
TX-0022434,2025-04-01,FRS-00141,208.686,TND,Transport,Chèque,EMP-011,EMP-024,Validé,FAC-35967
TX-0021515,2025-04-01,FRS-00028,572.153,TND,Achat marchandise,Virement,EMP-002,EMP-016,Validé,FAC-21546
TX-0021484,2025-04-01,FRS-00142,1259.389,TND,Prestation de conseil,Virement,EMP-005,EMP-006,Validé,FAC-10603
TX-0021034,2025-04-01,FRS-00104,11171.768,TND,Prestation de conseil,Virement,EMP-013,EMP-005,En attente,FAC-76211
TX-0021255,2025-04-01,FRS-00137,1376.155,TND,Location matériel,Virement,EMP-014,EMP-024,Validé,FAC-78523
TX-0022491,2025-04-01,FRS-00043,203.085,TND,Transport,Virement,EMP-019,EMP-016,Validé,FAC-82250
TX-0022448,2025-04-01,FRS-00150,412.27,TND,Prestation de conseil,Virement,EMP-002,EMP-023,Validé,FAC-92728
TX-0021264,2025-04-01,FRS-00073,2671.797,TND,Prestation technique,Chèque,EMP-006,EMP-015,Validé,FAC-36516
TX-0023141,2025-04-01,FRS-00116,1385.375,TND,Prestation de conseil,Chèque,EMP-003,EMP-006,Validé,FAC-40800
TX-0021044,2025-04-01,FRS-00025,1374.181,TND,Maintenance,Virement,EMP-024,EMP-004,Validé,FAC-97821
TX-0022273,2025-04-01,FRS-00044,6168.995,TND,Prestation de conseil,Virement,EMP-015,EMP-016,Validé,FAC-52348
TX-0020998,2025-04-01,FRS-00084,1057.466,TND,Prestation de conseil,Virement,EMP-022,EMP-016,Validé,FAC-11653
TX-0022110,2025-04-01,FRS-00130,6003.479,TND,Location matériel,Virement,EMP-002,EMP-018,Validé,FAC-61642
TX-0021019,2025-04-01,FRS-00131,579.077,TND,Achat marchandise,Virement,EMP-001,EMP-007,Validé,FAC-44965
TX-0021755,2025-04-01,FRS-00055,355.655,TND,Achat marchandise,Virement,EMP-009,EMP-016,Validé,FAC-12519
TX-0020768,2025-04-01,FRS-00036,2383.926,TND,Transport,Virement,EMP-024,EMP-024,Validé,FAC-88576
TX-0023383,2025-04-01,FRS-00114,1623.512,TND,Emballage,Chèque,EMP-025,EMP-015,Validé,FAC-62720
TX-0021534,2025-04-01,FRS-00124,747.226,TND,Prestation technique,Chèque,EMP-001,EMP-002,Validé,FAC-90055
TX-0022077,2025-04-01,FRS-00053,1850.71,TND,Transport,Virement,EMP-018,EMP-018,Validé,FAC-79584
